#station_name;latitude (dec. Degrees WGS84);longitude (dec. Degrees WGS84);altitude (m);;;;;;;;;;;;;;;
#Antisana_hors_glacier;-0.47376;-78.15348;4860;;;;;;;;;;;;;;;
#variable_code;variable_name;sensor_manufacturer;sensor_model;units;data_quality;;;;;;;;;;;;;
#Swinc;incoming shortwave radiation;kipp&zonen;CNR1;W.m-2;checked data;;;;;;;;;;;;;
#Swout;outgoing shortwave radiation;kipp&zonen;CNR1;W.m-2;checked data;;;;;;;;;;;;;
#Lwinc;incoming longwave radiation;kipp&zonen;CNR1;W.m-2;checked data;;;;;;;;;;;;;
#Lwout;outgoing longwave radiation;kipp&zonen;CNR1;W.m-2;checked data;;;;;;;;;;;;;
#albedo;albedo;kipp&zonen;CNR1;-;checked data;;;;;;;;;;;;;
#RH;ventilated relative humidity;vaisala;HMP45C;%;checked data;;;;;;;;;;;;;
#T;ventilated air temperature;vaisala;HMP45C;°C;checked data;;;;;;;;;;;;;
#Tnv;non ventilated air temperature;unknown;Pt100;°C;checked data;;;;;;;;;;;;;
#wind_speed;wind speed;young;5103;m.s-1;checked data;;;;;;;;;;;;;
#wind_direction;wind direction;young;5103;deg;checked data;;;;;;;;;;;;;
#Precipitation_Amount;cumulative_precipitations;Geonor;T-200B;mm;checked data;;;;;;;;;;;;;
#Precipitation_Rate;precipitation_rate_ over_ the_past_30_minutes;Davis;rain collector;mm;checked data;;;;;;;;;;;;;
#H_above_snow;distance_sensor_snow;Campbell;SR50;mm;checked data;;;;;;;;;;;;;
#Snow_depth;snow_depth;Campbell;SR50;mm;checked data;;;;;;;;;;;;;
#Ground_flux;Ground atmosphere flux;Hukseflux;HPF01;W.m-2;checked data;;;;;;;;;;;;;
#T_-3cm;ground_temperature_-3cm;unknown;thermocouple;°C;checked data;;;;;;;;;;;;;
#T_-10cm;ground_temperature_-10cm;unknown;thermocouple;°C;checked data;;;;;;;;;;;;;
#T_-30cm;ground_temperature_-30cm;unknown;thermocouple;°C;checked data;;;;;;;;;;;;;
 #date (GMT + 0);Swinc;Swout;albedo;Lwinc;Lwout;RH;T;Tnv;wind_speed;wind_direction;Precipitation_Amount;Precipitation_Rate;H_above_snow;Snow_depth;Ground_flux;T_-3cm;T_-10cm;T_-30cm
17/01/2006 12:30;10;2;-6999;316;317;98;-0.446;-0.803;1.886;51.57;451.2003125;0;1302;-6999;-8.38;0.877;2.299;3.64
17/01/2006 13:00;39;8;-6999;316;316;98.2;-0.244;-0.535;1.557;40.85;451.3003125;0;1301;-6999;-8.24;0.874;2.27;3.611
17/01/2006 13:30;65;20;-6999;316;316;98.2;-0.082;-0.409;1.774;41.91;451.6003125;0;1301;-6999;-8.04;0.861;2.233;3.572
17/01/2006 14:00;79;37;-6999;316;316;98;-0.286;-0.606;5.73;20.98;451.6003125;0;1296;-6999;-7.85;0.849;2.197;3.537
17/01/2006 14:30;96;36;-6999;316;316;98.2;-0.257;-0.568;5.06;63.94;452;0;1297;-6999;-7.73;0.831;2.161;3.498
17/01/2006 15:00;130;47;-6999;314;316;98.2;-0.445;-0.654;3.226;56.08;452.6003125;0;1298;-6999;-7.49;0.818;2.123;3.462
17/01/2006 15:30;174;74;-6999;314;316;98.3;-0.693;-0.728;3.41;112.5;453.3003125;0;1299;-6999;-7.35;0.823;2.08;3.417
17/01/2006 16:00;167;85;-6999;314;316;98.4;-0.398;-0.456;4.669;55.44;454.6003125;0;1298;-6999;-7.28;0.819;2.054;3.389
17/01/2006 16:30;262;187;-6999;314;317;98.3;-0.35;-0.259;4.72;53.27;456.8003125;0.214;1295;-6999;-7.12;0.805;2.026;3.356
17/01/2006 17:00;281;222;-6999;315;316;97.2;-0.487;-0.202;4.38;51.94;459.7003125;1.712;1291;-6999;-7.11;0.791;2.002;3.326
17/01/2006 17:30;304;252;-6999;315;316;96.4;-0.28;0.002;4.634;34.08;460.6003125;2.140001221;1285;-6999;-6.942;0.767;1.975;3.297
17/01/2006 18:00;279;230;-6999;317;316;97.3;-0.088;0.193;4.153;32.88;462.3003125;1.926;1283;-6999;-6.886;0.742;1.948;3.264
17/01/2006 18:30;329;276;-6999;318;315;97.6;0.087;0.449;4.239;43.57;462.6003125;1.926;1283;-6999;-6.702;0.727;1.922;3.234
17/01/2006 19:00;469;362;-6999;323;312;98;0.223;0.824;4.88;35.85;464;1.498;1284;-6999;-6.5;0.721;1.896;3.205
17/01/2006 19:30;351;259;-6999;321;311;98;0.307;0.561;4.626;81;463.5;1.07000061;1287;-6999;-6.401;0.722;1.875;3.175
17/01/2006 20:00;283;200;-6999;318;313;98.3;0.252;0.207;5.266;68.44;463.4003125;0.428;1289;-6999;-6.321;0.738;1.854;3.146
17/01/2006 20:30;195;139;-6999;316;315;98;0.207;0.209;4.316;74.9;464.7003125;0.642;1294;-6999;-6.225;0.745;1.831;3.111
17/01/2006 21:00;176;120;-6999;317;315;98;0.181;0.144;4.027;54.14;465.3003125;0.214;1297;-6999;-6.197;0.747;1.816;3.088
17/01/2006 21:30;171;114;-6999;316;315;97.8;0.183;0.048;3.953;65.68;466;0.642;1296;-6999;-6.078;0.758;1.799;3.061
17/01/2006 22:00;88;59;-6999;316;316;98.3;0.033;-0.181;4.596;86.4;467;0.214;1298;-6999;-6.08;0.748;1.78;3.032
17/01/2006 22:30;120;74;-6999;313;314;98.5;0.163;0.038;3.829;80.5;465.7003125;0;1299;-6999;-5.97;0.75;1.762;3.007
17/01/2006 23:00;51;31;-6999;314;315;98.6;0.154;-0.085;4.479;34.3;465.9003125;0;1298;-6999;-5.967;0.744;1.744;2.983
17/01/2006 23:30;3;2;-6999;314;316;98.6;-0.105;-0.391;5.051;11.14;466.4003125;0;1299;-6999;-5.966;0.715;1.723;2.953
18/01/2006 0:00;0;0;-6999;314;316;98.7;-0.414;-0.63;4.537;59.77;465.9003125;0;1299;-6999;-5.813;0.692;1.701;2.926
18/01/2006 0:30;0;0;-6999;315;317;98.8;-0.451;-0.632;3.982;39.1;465.2003125;0;1300;-6999;-5.74;0.673;1.68;2.899
18/01/2006 1:00;0;0;-6999;315;317;98.8;-0.243;-0.459;2.72;47.5;465.9003125;0;1300;-6999;-5.635;0.667;1.666;2.879
18/01/2006 1:30;0;0;-6999;316;316;98.8;-0.21;-0.452;2.875;71.2;466.7003125;0;1301;-6999;-5.512;0.665;1.653;2.863
18/01/2006 2:00;0;0;-6999;315;316;98.9;-0.256;-0.457;2.548;42.46;465.8003125;0;1301;-6999;-5.51;0.665;1.64;2.844
18/01/2006 2:30;0;0;-6999;316;316;98.9;-0.253;-0.473;1.949;22.28;466.3003125;0;1301;-6999;-5.477;0.661;1.627;2.826
18/01/2006 3:00;0;0;-6999;316;317;98.9;-0.328;-0.587;2.104;26.99;466.5;0;1301;-6999;-5.307;0.658;1.615;2.806
18/01/2006 3:30;0;0;-6999;316;317;98.9;-0.459;-0.743;2.734;67.13;466.8003125;0;1297;-6999;-5.281;0.654;1.6;2.783
18/01/2006 4:00;0;0;-6999;316;317;98.8;-0.402;-0.668;3.756;40.14;466.5;0;1296;-6999;-5.281;0.657;1.591;2.766
18/01/2006 4:30;0;0;-6999;316;316;98.8;-0.15;-0.402;3.169;91;466.4003125;0;-6999;-6999;-5.281;0.66;1.586;2.755
18/01/2006 5:00;0;0;-6999;315;316;98.7;-0.064;-0.383;2.909;66.35;467;0;1294;-6999;-5.217;0.66;1.578;2.739
18/01/2006 5:30;0;0;-6999;316;316;98.7;-0.121;-0.413;2.826;58.4;467.2003125;0;-6999;-6999;-5.103;0.66;1.57;2.719
18/01/2006 6:00;0;0;-6999;315;316;98.6;-0.039;-0.358;3.613;54.57;467.8003125;0;1293;-6999;-5.054;0.658;1.563;2.708
18/01/2006 6:30;0;0;-6999;315;316;98.4;-0.016;-0.37;4.708;65.81;466.9003125;0;1296;-6999;-5.051;0.654;1.554;2.69
18/01/2006 7:00;0;0;-6999;315;316;97.6;-0.15;-0.539;4.264;56.42;465.9003125;0;1298;-6999;-5.051;0.652;1.544;2.673
18/01/2006 7:30;0;0;-6999;315;316;96.8;-0.29;-0.388;3.746;85.8;466.7003125;0;1298;-6999;-5.049;0.649;1.534;2.656
18/01/2006 8:00;0;0;-6999;315;316;96.1;-0.144;-0.013;2.913;49.42;467;0;1296;-6999;-4.999;0.645;1.523;2.639
18/01/2006 8:30;0;0;-6999;315;316;95.7;-0.048;-0.314;2.358;34.63;466.9003125;0;1294;-6999;-4.875;0.642;1.514;2.622
18/01/2006 9:00;0;0;-6999;315;315;96.1;-0.12;-0.371;3.791;107.1;466.4003125;0;1294;-6999;-4.827;0.643;1.508;2.61
18/01/2006 9:30;0;0;-6999;315;315;96.8;-0.269;-0.535;3.814;58.88;466.9003125;0;1293;-6999;-4.821;0.646;1.505;2.598
18/01/2006 10:00;0;0;-6999;315;316;97.3;-0.334;-0.638;3.245;43.83;467.4003125;0;1293;-6999;-4.822;0.649;1.502;2.59
18/01/2006 10:30;0;0;-6999;316;316;97.7;-0.309;-0.628;3.113;25.59;467;0;1292;-6999;-4.806;0.655;1.498;2.578
18/01/2006 11:00;0;0;-6999;316;317;98;-0.221;-0.603;2.861;11.83;466.6003125;0;1293;-6999;-4.702;0.659;1.491;2.564
18/01/2006 11:30;1;1;-6999;316;317;98.2;-0.202;-0.584;2.705;100.4;467.3003125;0;1293;-6999;-4.623;0.669;1.493;2.56
18/01/2006 12:00;8;5;-6999;316;316;98.4;-0.15;-0.516;2.484;38.11;467.3003125;0;1293;-6999;-4.598;0.673;1.487;2.547
18/01/2006 12:30;23;17;-6999;316;316;98.4;-0.115;-0.451;2.245;23.18;467.6003125;0;-6999;-6999;-4.592;0.685;1.486;2.539
18/01/2006 13:00;57;43;-6999;316;316;98.4;-0.178;-0.489;2.442;54.71;468;0;-6999;-6999;-4.592;0.7;1.481;2.529
18/01/2006 13:30;49;38;-6999;316;316;98.4;-0.185;-0.486;2.134;42.29;467.8003125;0;1294;-6999;-4.633;0.702;1.476;2.516
18/01/2006 14:00;87;66;-6999;315;317;98.5;-0.188;-0.304;1.574;63.41;468.1003125;0;1293;-6999;-4.753;0.702;1.475;2.506
18/01/2006 14:30;140;106;-6999;317;317;98.6;-0.235;-0.153;2.313;18.07;469.1003125;0;1292;-6999;-4.821;0.687;1.468;2.494
18/01/2006 15:00;218;161;-6999;320;317;98.7;-0.116;0.188;2.899;45.48;469.3003125;0.642;1290;-6999;-4.821;0.674;1.464;2.484
18/01/2006 15:30;159;117;-6999;319;316;98.8;-0.114;0.178;2.807;79.6;469.4003125;0.856;1292;-6999;-4.821;0.661;1.456;2.472
18/01/2006 16:00;255;183;-6999;318;314;98.8;-0.053;0.508;2.635;45.18;469.7003125;1.07000061;1293;-6999;-4.748;0.658;1.452;2.458
18/01/2006 16:30;340;239;-6999;320;312;98.8;0.039;0.908;2.717;50.85;470.2003125;0.428;1292;-6999;-4.615;0.687;1.447;2.447
18/01/2006 17:00;340;245;-6999;320;307;98.6;0.354;1.58;2.012;50.9;470.9003125;0.214;1295;-6999;-4.565;0.72;1.446;2.442
18/01/2006 17:30;360;246;-6999;320;308;97.9;0.667;1.566;2.89;48.6;470.5;0;-6999;-6999;-4.389;0.746;1.44;2.426
18/01/2006 18:00;328;217;-6999;321;307;97.8;0.645;1.444;2.469;105.8;470.6003125;0;1303;-6999;-4.288;0.83;1.458;2.433
18/01/2006 18:30;467;289;-6999;322;305;97.7;0.889;2.116;2.889;65.1;470.8003125;0;1305;-6999;-3.935;1.86;1.47;2.431
18/01/2006 19:00;379;217;-6999;320;307;95.7;0.942;1.736;4.301;32.99;470.8003125;0;1304;-6999;-3.73;3.622;1.49;2.431
18/01/2006 19:30;292;158;-6999;320;306;97.5;0.945;1.687;2.493;26.25;471;0;1304;-6999;-3.53;4.57;1.534;2.419
18/01/2006 20:00;233;117;-6999;320;304;97.6;1.53;1.743;1.429;285.4;470.9003125;0;1304;-6999;-4.115;5.037;1.631;2.413
18/01/2006 20:30;621;241;-6999;324;297;92.7;2.014;2.798;2.328;346.6;471.2003125;0;1303;-6999;10.75;6.058;1.768;2.436
18/01/2006 21:00;427;95;-6999;318;300;88.8;1.736;2.004;3.346;46.95;471.1003125;0;1302;-6999;65.2;8.34;1.913;2.447
18/01/2006 21:30;164;26;-6999;316;310;91.6;0.947;0.931;3.624;37.75;470.8003125;0;1302;-6999;30.88;7.72;2.132;2.443
18/01/2006 22:00;117;19;-6999;317;315;97;0.317;0.161;4.133;36.98;471.1003125;0;1302;-6999;9;6.212;2.386;2.426
18/01/2006 22:30;178;25;-6999;314;312;94.3;0.796;1.052;4.532;63.65;470.3003125;0;1302;-6999;14.53;5.753;2.6;2.427
18/01/2006 23:00;48;6;-6999;305;313;90.5;0.939;0.797;4.795;23.43;471.2003125;0;1302;-6999;-3.058;4.77;2.736;2.426
18/01/2006 23:30;6;1;-6999;298;315;90.9;0.823;0.608;3.901;24.41;470.6003125;0;1302;-6999;-13.48;3.566;2.832;2.438
19/01/2006 0:00;0;0;-6999;304;315;90.3;0.84;0.624;3.289;40.54;470.6003125;0;1302;-6999;-14.06;2.782;2.865;2.463
19/01/2006 0:30;0;0;-6999;308;314;87.5;1.096;0.808;2.802;44.51;470.7003125;0;1302;-6999;-11.74;2.359;2.828;2.495
19/01/2006 1:00;0;0;-6999;308;314;88.9;0.942;0.603;2.35;21.74;470.6003125;0;1303;-6999;-10.09;2.102;2.749;2.525
19/01/2006 1:30;0;0;-6999;308;315;88.3;0.899;0.628;1.992;21.14;470.5;0;1302;-6999;-9.01;1.914;2.651;2.55
19/01/2006 2:00;0;0;-6999;308;315;88.4;0.878;0.555;2.721;63.98;470.6003125;0;1303;-6999;-8.72;1.753;2.559;2.573
19/01/2006 2:30;0;0;-6999;305;314;86.7;0.89;0.561;3.205;57.57;470.8003125;0;1303;-6999;-9.42;1.566;2.471;2.589
19/01/2006 3:00;0;0;-6999;305;314;87.5;0.832;0.513;2.396;109.6;471;0;1303;-6999;-9.26;1.409;2.388;2.601
19/01/2006 3:30;0;0;-6999;305;315;90.2;0.734;0.447;2.793;29.59;471.1003125;0;1302;-6999;-8.64;1.294;2.307;2.608
19/01/2006 4:00;0;0;-6999;309;315;90.5;0.731;0.41;3.616;25.76;470.6003125;0;1303;-6999;-9.08;1.19;2.23;2.612
19/01/2006 4:30;0;0;-6999;299;316;91.3;0.564;0.268;3.08;41.77;470.6003125;0;1303;-6999;-10.08;1.011;2.148;2.602
19/01/2006 5:00;0;0;-6999;308;316;94.1;0.418;0.178;2.825;46.31;470.2003125;0;1303;-6999;-9.06;0.928;2.076;2.597
19/01/2006 5:30;0;0;-6999;312;316;95;0.392;0.029;2.141;27.15;470.6003125;0;1303;-6999;-7.95;0.892;2.013;2.595
19/01/2006 6:00;0;0;-6999;303;315;93.1;0.542;0.259;2.239;304.5;470.7003125;0;1303;-6999;-7.04;0.874;1.949;2.585
19/01/2006 6:30;0;0;-6999;307;316;95;0.37;0.016;1.061;181.5;470.6003125;0;1302;-6999;-7.75;0.814;1.891;2.573
19/01/2006 7:00;0;0;-6999;309;316;97.9;0.138;-0.069;1.532;23.51;470.7003125;0;-6999;-6999;-6.126;0.826;1.839;2.562
19/01/2006 7:30;0;0;-6999;305;315;93.5;0.355;0.178;2.935;50.1;470.7003125;0;1303;-6999;-7.06;0.783;1.793;2.55
19/01/2006 8:00;0;0;-6999;305;316;93.8;0.25;0.011;2.691;34.2;470.8003125;0;1303;-6999;-6.865;0.755;1.752;2.538
19/01/2006 8:30;0;0;-6999;311;316;92.9;0.273;-0.02;2.562;47.76;470.7003125;0;1303;-6999;-6.745;0.734;1.718;2.527
19/01/2006 9:00;0;0;-6999;302;316;89.3;0.302;0.127;2.204;78.6;470.7003125;0;1303;-6999;-6.862;0.716;1.678;2.506
19/01/2006 9:30;0;0;-6999;290;315;88.5;0.491;0.15;1.862;354.5;470.7003125;0;1303;-6999;-7.02;0.675;1.651;2.497
19/01/2006 10:00;0;0;-6999;285;315;89.3;0.262;0.078;2.165;75.8;470.7003125;0;1303;-6999;-6.263;0.667;1.619;2.478
19/01/2006 10:30;0;0;-6999;288;315;89.8;0.272;0.05;2.182;0.095;470.5;0;1303;-6999;-6.025;0.669;1.597;2.467
19/01/2006 11:00;0;0;-6999;305;316;94.1;0.138;-0.309;1.383;297.1;470.6003125;0;1303;-6999;-5.827;0.659;1.565;2.448
19/01/2006 11:30;2;1;-6999;312;317;96.2;0.051;-0.47;0.496;324.7;470.7003125;0;1303;-6999;-5.7;0.653;1.536;2.429
19/01/2006 12:00;19;10;-6999;315;316;97.1;0.092;-0.412;0.648;309.8;471.1003125;0;1303;-6999;-5.514;0.647;1.514;2.413
19/01/2006 12:30;58;47;-6999;316;315;93.7;0.136;-0.089;2.809;354.1;471.3003125;0;1306;-6999;-5.361;0.645;1.496;2.403
19/01/2006 13:00;94;71;-6999;314;314;94.1;0.228;0.258;0.916;188.7;471.5;0.428;1303;-6999;-5.234;0.645;1.477;2.389
19/01/2006 13:30;213;133;-6999;320;310;97.2;0.266;0.769;0.869;127.7;471.9003125;0.428;1305;-6999;-4.904;0.657;1.466;2.381
19/01/2006 14:00;319;126;-6999;318;304;95.5;0.807;1.282;1.702;10.29;472.4003125;0;1304;-6999;20.63;1.554;1.465;2.384
19/01/2006 14:30;324;64;-6999;313;313;91.9;1.381;1.659;1.8;87.9;472;0;1304;-6999;52.21;4.182;1.492;2.388
19/01/2006 15:00;280;35;-6999;308;319;92.8;1.301;1.382;2.005;38.21;472.1003125;0;1303;-6999;49.2;5.818;1.634;2.39
19/01/2006 15:30;468;41;-6999;301;327;89.4;1.326;1.608;3.443;24.92;468.3003125;0;1303;-6999;49.29;7.05;1.904;2.386
19/01/2006 16:00;516;34;-6999;296;337;91.7;1.573;1.954;3.157;18.8;472.2003125;0;1302;-6999;61.22;9.13;2.29;2.399
19/01/2006 16:30;397;22;-6999;299;339;88;2.439;2.689;1.792;335.1;472.3003125;0;1302;-6999;54.69;10.43;2.759;2.423
19/01/2006 17:00;366;18;-6999;293;337;89.2;2.088;2.292;3.124;30.92;472.3003125;0;1303;-6999;44.58;10.96;3.306;2.47
19/01/2006 17:30;452;23;-6999;278;339;84.5;2.656;3.017;2.593;6.832;472.3003125;0;1302;-6999;37.79;10.86;3.846;2.513
19/01/2006 18:00;398;18;-6999;291;340;84;3.061;3.241;2.235;260.4;472.8003125;0;1303;-6999;49.15;11.99;4.365;2.595
19/01/2006 18:30;222;8;-6999;298;336;90.1;2.746;2.594;2.238;331;472.2003125;0;1302;-6999;34.75;12.15;4.841;2.688
19/01/2006 19:00;134;5;-6999;304;334;95.3;1.479;1.405;2.514;27.66;471.9003125;0;1302;-6999;14.41;11.09;5.279;2.779
19/01/2006 19:30;153;7;-6999;307;335;96.8;1.487;1.468;1.569;172.9;471.7003125;0;1302;-6999;8.32;9.97;5.64;2.871
19/01/2006 20:00;161;7;-6999;305;334;93.4;2.079;2.092;1.84;336.7;471.7003125;0;1302;-6999;13.15;9.8;5.898;2.997
19/01/2006 20:30;164;7;-6999;303;332;88;2.525;2.371;2.847;1.206;471.7003125;0;1302;-6999;11.09;9.6;6.07;3.14
19/01/2006 21:00;139;6;-6999;300;331;86;2.327;2.15;2.236;351.1;471.9003125;0;1302;-6999;9.82;9.35;6.192;3.282
19/01/2006 21:30;137;6;-6999;300;329;86;2.125;2.058;2.659;31.21;471.8003125;0;1302;-6999;6.37;8.96;6.28;3.414
19/01/2006 22:00;63;2;-6999;295;326;79.1;2.394;2.261;2.356;347.3;471.7003125;0;1303;-6999;1.814;8.54;6.345;3.545
19/01/2006 22:30;33;1;-6999;299;324;81.9;1.841;1.6;2.321;34.03;471.5;0;1302;-6999;-9.41;7.6;6.372;3.661
19/01/2006 23:00;21;1;-6999;304;324;90.3;1.283;1.001;1.977;323;471;0;1302;-6999;-12.51;6.844;6.345;3.766
19/01/2006 23:30;3;1;-6999;289;324;91.1;1.151;0.94;0.732;354.5;470.5;0;1302;-6999;-14;6.25;6.26;3.863
20/01/2006 0:00;0;0;-6999;283;323;95.3;0.551;0.237;1.516;343.8;470.2003125;0;1303;-6999;-20.25;5.473;6.123;3.947
20/01/2006 0:30;0;0;-6999;255;321;96.3;0.047;-0.131;0.856;326.7;470.1003125;0;1303;-6999;-23.52;4.769;5.947;4.016
20/01/2006 1:00;0;0;-6999;271;319;96.8;-0.108;-0.128;0.45;336.9;470.1003125;0;1303;-6999;-28.71;3.892;5.729;4.067
20/01/2006 1:30;0;0;-6999;278;318;95;-0.292;0.02;1.123;82.7;470.2003125;0;1303;-6999;-30.4;3.143;5.482;4.105
20/01/2006 2:00;0;0;-6999;274;317;96.6;-0.437;-0.463;0.415;44.71;470;0;1303;-6999;-28.48;2.635;5.216;4.148
20/01/2006 2:30;0;0;-6999;283;318;95.9;-0.965;-0.369;0.694;66.62;469.9003125;0;1303;-6999;-26.8;2.086;4.927;4.165
20/01/2006 3:00;0;0;-6999;297;319;95.8;-1.219;-0.727;0.511;291.8;470;0;1303;-6999;-20.93;1.912;4.637;4.166
20/01/2006 3:30;0;0;-6999;302;318;95.5;-1.437;-0.286;0.741;148.3;469.9003125;0;1303;-6999;-19.31;1.769;4.366;4.153
20/01/2006 4:00;0;0;-6999;303;318;93.7;-1.554;-0.124;0.736;222.3;470;0;1303;-6999;-18.07;1.629;4.119;4.123
20/01/2006 4:30;0;0;-6999;305;318;96.1;-1.003;-0.33;1.087;78.6;470;0;1303;-6999;-16.96;1.52;3.913;4.106
20/01/2006 5:00;0;0;-6999;309;317;95.2;-1.253;-1.066;0.612;211.5;469.9003125;0;1303;-6999;-15.93;1.432;3.713;4.071
20/01/2006 5:30;0;0;-6999;314;317;97.5;-1.076;-1.076;0.882;77.7;470.1003125;0;1302;-6999;-14.92;1.366;3.544;4.035
20/01/2006 6:00;0;0;-6999;313;317;97.6;-0.925;-1.107;1.918;61.8;470.4003125;0;1302;-6999;-14.05;1.316;3.398;3.999
20/01/2006 6:30;0;0;-6999;315;317;96.9;-1.03;-1.25;2.962;57.82;470.3003125;0;1302;-6999;-13.31;1.268;3.263;3.955
20/01/2006 7:00;0;0;-6999;316;317;96.9;-0.788;-0.608;1.31;321.5;470.4003125;0;1302;-6999;-12.64;1.231;3.145;3.911
20/01/2006 7:30;0;0;-6999;315;317;96.8;-0.521;-0.462;0.541;194.6;470.4003125;0;1302;-6999;-12.04;1.195;3.034;3.862
20/01/2006 8:00;0;0;-6999;314;317;94.4;-0.511;-0.244;1.203;68.01;470.4003125;0;1302;-6999;-11.53;1.158;2.926;3.803
20/01/2006 8:30;0;0;-6999;315;318;91.8;-0.374;-0.196;0.403;354.4;470.4003125;0;1302;-6999;-11.09;1.127;2.828;3.75
20/01/2006 9:00;0;0;-6999;314;319;90.3;-0.305;-0.286;0.475;111.5;470.5;0;1302;-6999;-10.67;1.098;2.737;3.697
20/01/2006 9:30;0;0;-6999;312;320;87.6;-0.274;-0.206;1.151;25.97;470.5;0;1302;-6999;-10.28;1.063;2.647;3.638
20/01/2006 10:00;0;0;-6999;310;320;86.5;-0.306;-0.376;0.218;89.8;470.6003125;0;1302;-6999;-9.96;1.035;2.565;3.582
20/01/2006 10:30;0;0;-6999;309;320;86.2;-0.401;-0.38;0.486;123.8;470.6003125;0;1302;-6999;-9.61;1.009;2.492;3.53
20/01/2006 11:00;0;0;-6999;308;319;84.8;-0.412;-0.34;0.877;48.21;470.7003125;0;1302;-6999;-9.32;0.984;2.424;3.477
20/01/2006 11:30;0;1;-6999;306;317;83.6;-0.336;-0.379;0.656;142.3;470.7003125;0;1302;-6999;-9.05;0.958;2.359;3.431
20/01/2006 12:00;22;2;-6999;283;316;82.9;-0.286;-0.29;0.955;1.94;471;0;1302;-6999;-8.78;0.941;2.299;3.382
20/01/2006 12:30;44;4;-6999;242;316;84.3;-0.485;-0.5;1.376;9.39;470.9003125;0;1302;-6999;-8.65;0.912;2.242;3.334
20/01/2006 13:00;103;6;-6999;272;316;85.7;-0.253;-0.093;1.425;14.48;471.1003125;0;1302;-6999;-8.34;0.902;2.202;3.302
20/01/2006 13:30;190;7;-6999;293;313;84.9;0.497;0.594;1.005;26.97;471.6003125;0;1304;-6999;-7.99;0.923;2.176;3.288
20/01/2006 14:00;292;11;-6999;296;315;81.1;0.972;1.002;2.506;9.44;472.6003125;0;1304;-6999;0.107;1.373;2.146;3.267
20/01/2006 14:30;357;16;-6999;298;328;80.6;1.466;1.517;3.214;243.9;472.3003125;0;1304;-6999;42.32;3.659;2.14;3.252
20/01/2006 15:00;352;16;-6999;298;333;84.5;2.081;2.059;1.778;228.2;472.8003125;0;1303;-6999;47.12;5.677;2.22;3.236
20/01/2006 15:30;419;20;-6999;297;338;85.6;2.68;2.805;2.914;342.5;470.9003125;0;1303;-6999;57.29;7.84;2.466;3.226
20/01/2006 16:00;304;13;-6999;296;337;88.1;2.66;2.657;2.944;267.6;472.8003125;0;1302;-6999;54.5;9.4;2.877;3.231
20/01/2006 16:30;158;6;-6999;302;332;91.4;1.919;1.964;2.333;273.1;472.6003125;0;1303;-6999;29.58;9.2;3.384;3.217
20/01/2006 17:00;210;10;-6999;303;335;90.6;1.875;1.802;1.175;57.36;472.5;0;1304;-6999;21.67;8.61;3.885;3.198
20/01/2006 17:30;276;12;-6999;296;336;86.9;2.983;3.101;1.551;247.3;472.9003125;0;1304;-6999;36.53;9.48;4.345;3.252
20/01/2006 18:00;179;7;-6999;298;333;89.7;2.329;2.397;1.229;179.3;472.5;0;1304;-6999;24.9;9.65;4.717;3.309
20/01/2006 18:30;270;12;-6999;294;336;84.9;3.205;3.44;1.267;278.3;472.9003125;0;1304;-6999;29.7;9.84;5.083;3.396
20/01/2006 19:00;169;7;-6999;302;334;94.7;2.653;2.618;1.914;328.8;472.5;0;1303;-6999;27.05;10.24;5.408;3.488
20/01/2006 19:30;119;4;-6999;303;332;94.3;2.137;2.064;1.321;104.1;471.8003125;0;1303;-6999;14.53;9.76;5.692;3.57
20/01/2006 20:00;279;14;-6999;292;336;82.4;3.279;3.401;2.156;0.544;472.6003125;0;1303;-6999;22.37;9.74;5.955;3.673
20/01/2006 20:30;207;9;-6999;292;335;85.9;3.244;3.06;1.45;17.49;472.6003125;0;1303;-6999;26.61;10.44;6.177;3.801
20/01/2006 21:00;115;4;-6999;299;331;89.8;3.075;2.905;1.536;271.6;472.2003125;0;1303;-6999;16.42;10.24;6.372;3.912
20/01/2006 21:30;77;2;-6999;304;329;92.6;2.275;1.844;2.414;7.4;471.3003125;0;1303;-6999;4.687;9.47;6.554;4.003
20/01/2006 22:00;68;3;-6999;298;329;87.2;2.297;2.25;1.691;291.2;471;0;1303;-6999;-0.471;8.67;6.691;4.095
20/01/2006 22:30;41;2;-6999;304;327;86.1;2.852;1.966;1.545;287.8;470.9003125;0;-6999;-6999;-1.961;8.16;6.765;4.207
20/01/2006 23:00;4;0;-6999;315;326;94.2;2.07;1.187;1.172;163.1;470.2003125;0;1303;-6999;-9.91;7.49;6.757;4.304
20/01/2006 23:30;5;1;-6999;315;326;96.3;1.732;1.223;0.542;273.2;470.4003125;0;1303;-6999;-12.23;6.832;6.695;4.393
21/01/2006 0:00;0;0;-6999;315;325;96.5;1.736;1.184;0.636;102.9;470.7003125;0;1303;-6999;-12.68;6.361;6.59;4.485
21/01/2006 0:30;0;0;-6999;315;324;96.7;1.51;1.197;1.062;215.4;471;0;1302;-6999;-13.94;5.922;6.449;4.564
21/01/2006 1:00;0;0;-6999;315;322;96.5;1.285;0.877;1.539;166.1;471.2003125;0;1303;-6999;-17.06;5.394;6.278;4.625
21/01/2006 1:30;0;0;-6999;315;321;96.3;1.109;0.833;0.734;54.04;471.1003125;0;1303;-6999;-17.01;4.938;6.097;4.675
